Gemini,Gpt,Llama,Core,GeminiContent,GptContent,LlamaContent,Tweet
Positive,Positive,Positive,Positive,"**+1** 

The tweet expresses positive sentiment. The user is happy with the product (""çok memnunum""), their son likes it (""oğlum çok beğendi""), and they specifically appreciate the fast shipping (""kargonun kısa sürede gelmesinden dolayı""). 
","+1

Explanation: The tweet expresses a positive sentiment about the product and the quick delivery from the company. The user is happy and satisfied with both the product and the service.","**+1**

The sentiment of the tweet is overwhelmingly positive. The use of the word ""üründen çok memnunum"" which means ""I am extremely satisfied"" sets a positive tone. The phrase ""oğlum çok beğendi"" which means ""my son liked it"" reinforces this sentiment, indicating a positive experience. The writer also specifically mentions that they are grateful to Hepsiburada.com for the fast delivery, which is another positive point. The tone is enthusiastic and appreciative, indicating a high level of satisfaction.",üründen çok memnunum. oğlum çok beğendi. özellikle kargonun kısa sürede gelmesinden dolayı hepsiburada com. a teşekkürler...
Positive,Positive,Notr,Positive,"**+1**  The tweet expresses satisfaction with the light source's performance.  The phrase ""keyifle kullanıyoruz"" (meaning ""we are using it with pleasure"") indicates a positive sentiment. 
","+1 
This tweet expresses a positive sentiment as the user is stating that the lighting power is good and they enjoy using it comfortably at night.","**0** (neutral)

The sentiment of this tweet is neutral because it is a simple statement of fact, expressing satisfaction with the lighting power being sufficient and enjoyable to use. There is no emotional or subjective language used to express enthusiasm or disappointment. The tone is matter-of-fact and objective, which makes the sentiment neutral.",işık gücü yerinde.geceleri gayet yeterli ışık verdiği için keyifle kullanıyoruz.
Notr,Notr,Notr,Notr,"**0**

The tweet states a fact about someone's professional history. It does not express any opinion or emotion, making it neutral. 
","0 
This tweet is neutral, as it simply states a fact about someone's involvement in movies and television shows.","**0**
The sentiment of this tweet is neutral. The tweet simply states that the person has worked on movies and TV shows, without expressing any emotion or opinion. There is no language used that could be interpreted as positive or negative, making the sentiment neutral.",Sinema filmlerinde ve televizyon çalışmalarında bulunmuştur .
Negative,Negative,Negative,Negative,"**-1** This tweet expresses strong negative sentiment about the movie ""Tron."" The user criticizes the special effects, compares them unfavorably to older films, and finds the pacing lackluster. The overall conclusion is that the movie was ""not good."" 
","-1
The sentiment of this tweet is negative. The user expresses disappointment in the film ""Tron,"" criticizing its special effects as poor and comparing them unfavorably to George Lucas' work. They also mention the lack of pace and special effects, ultimately concluding that the film was unsuccessful.","**-1**

The sentiment of this tweet is negative. The user expresses disappointment and frustration with the movie Tron, stating that it was one of the most disappointing films of the year for them. They criticize the special effects as being bad, comparing them unfavorably to the work of George Lucas, and also find the plot and tempo to be slow and unengaging. The overall tone is one of dissatisfaction and disdain, earning a sentiment score of -1.", Yılın benim için hayal kırıklığı yaratan filmlerin başında geldi tron.Özel efektler gayet kötü George lucas bin yıl önce bunun çok daha iyisini yapmıştı.Senaryo vasatın üstünde olmasına rağmen tempo çok yavan ve özel efekt hiç yok.Kısacası olmamış.4/10 
Notr,Notr,Negative,Notr,"**0** 

The tweet simply states a fact that Ferdinand continued to rule. It doesn't express any opinion or emotion, making it neutral. 
","0 

This tweet is neutral as it states a fact without indicating any positive or negative emotions.","**-1**

The tweet mentions ""hüküm sürmeye"" which means ""to rule"" or ""to reign"", and ""Ferdinand"" is likely a reference to Ferdinand I of Bulgaria or Ferdinand II of Portugal, both historical figures. The tone of the tweet appears to be critical or disapproving, as it suggests that Ferdinand continued to rule or have power, implying a negative or authoritarian connotation.",Ferdinand adına hüküm sürmeye devam etti .
Negative,Negative,Negative,Negative,"**-1** 

The tweet expresses a mixed sentiment. While the user likes the actors and their pairing, they find the plot nonsensical and prefer a simpler love story. They explicitly state they didn't like the screenplay, highlighting the negative sentiment. 
","-1 The sentiment of the tweet is negative. The author expresses disappointment with the storyline, mentioning illogical parts and expressing that their opinion of the movie has decreased. Additionally, they suggest that a simpler love story would have been better.","**-1**

The sentiment of this tweet is negative. Although the user mentions that Sandra and Kenu Yu are great and fit well together, the majority of the tweet focuses on the user's disappointment and criticism of the movie. They express that the story was not to their liking and that they did not enjoy it due to the unrealistic and illogical parts. The user even states that they would have preferred a simpler love story. The overall tone is critical and dissatisfied.", açıkcası ben kenu yu severim sandra da süper çok da yakışmışlar ama öyle saçma durumlar vardı ki açıkcası ben ben senaryoyu beğenmedim..daha sade bir aşk filmi olsa bu iikiliden güzel olurdu.. mantıksız kısımları kabul edemedim oyüzden etkisi düştü gözümde..yine de siz de deneyin tabi.. 
Notr,Notr,Notr,Notr,"**0**

The tweet simply states a fact about someone having written five books. There are no emotional indicators, making the sentiment neutral. 
","0 
This tweet is neutral as it simply states a fact without expressing any positive or negative emotions.","**0**

The sentiment of this tweet is neutral. The tweet simply states that someone has written five books, without expressing any emotion or opinion. It's a factual statement, not an evaluation or a judgment.",Beş kitap yazmıştır .
Negative,Notr,Positive,Positive,"**-1** 

The tweet expresses mostly positive sentiment about the product (""kaliteli ve güzel,"" ""tavsiye ederim"") but also mentions a negative point (""tek eksiği paketin içinden faturasının çıkmaması""). The overall sentiment is negative due to the complaint about the missing invoice. 
","+0
The sentiment of the tweet is neutral. The user is recommending the product, mentioning its good quality and beauty. However, they also mentioned a minor issue of the invoice not being included in the package.","**Score: +1**

The sentiment of this tweet is positive. The user starts by saying ""ürün kaliteli ve güzel tavsiye ederim"" which means ""the product is good and great, I recommend it"". This is a positive statement indicating that the user likes the product. The only negative comment is about the packaging, mentioning that the invoice did not come out of it, which is a minor complaint. Overall, the positive statement about the product outweighs the minor negative comment, resulting in a positive sentiment score of +1.",ürün kaliteli ve güzel tavsiye ederim. tek eksiği paketin içinden faturasının çıkmaması.
Notr,Notr,Notr,Notr,"**0** 

The tweet is neutral. It states a fact about Slovakia having many mineral waters and thermal springs. There are no opinions or feelings expressed, making the sentiment neutral. 
","0

The tweet is neutral, simply stating a fact about Slovakia having a large number of mineral water and thermal springs.","**0** (Neutral)

The sentiment of this tweet is neutral because it is a factual statement about Slovakia, providing information about the country having a large number of mineral water and spa facilities. The language used is objective and lacks any emotional tone, emotional words, or evaluative statements that would convey a positive or negative sentiment. The tweet simply presents information, making it neutral.",Slovakya çok sayıda maden suyu ve kaplıca içermektedir .
Negative,Notr,Notr,Notr,"**-1** 

The tweet suggests that nudity can be a ""balancing"" force when used ""well,"" which implies a potential for it to be used in a harmful or exploitative way. The ambiguity and lack of context make the statement concerning, leading to a negative sentiment. 
","0 Çıplaklık iyi kullanılırsa güzel bir dengeleyici olabilir. 

This tweet is neutral in sentiment. It seems to suggest that nudity can be a good balancing element if used appropriately. The tone is neither positive nor negative.","**0**

The sentiment of this tweet is neutral. The sentence is a statement of fact, expressing a subjective opinion about the potential effectiveness of nudity as a balance restorer. The tone is matter-of-fact and does not convey strong emotions or emotional language, making it a neutral sentiment.",Çıplaklık iyi kullanılırsa güzel bir dengeleyici olabilir .
Notr,Positive,Notr,Positive,"**0** 

The tweet expresses a neutral sentiment. While the user acknowledges some clichés, they ultimately praise the animation film. The phrase ""gayet iyi"" (very good) indicates a positive assessment, but the initial criticism about clichés balances it out. 
","+1

The sentiment of the tweet is positive as the author is complimenting the people involved in the making of a good animation film despite the cliches. The word choice such as ""gayet iyi"" (quite good) and ""tebrik ederim"" (congratulations) also convey positivity.","**0** (Neutral)

The tweet expresses gratitude and appreciation towards the people involved in making a good animation film, despite it having a few clichés. The sentiment is neutral because it is neither praising the film excessively nor complaining about the clichés. The tone is polite and respectful, which suggests a neutral emotional tone.", klişeler biraz fazla olmasına kerşın gayet iyi bir animasyon filmde emeği geçenleri tebrik ederim 
Notr,Notr,Positive,Positive,"**0**  The tweet is neutral. The user expresses both positive and negative aspects of the product: 
* **Positive:** The product is good for preventing colors from fading.
* **Negative:** It doesn't completely clean heavily soiled clothes. 
Overall, the tweet is balanced and doesn't express strong positive or negative feelings. 
","0
This tweet is neutral as the individual is sharing their experience with a product, mentioning how they use it with specific colored clothes and how it performs in terms of washing. They conclude by recommending the product, showing no strong positive or negative emotions.","**Score: +1**

The sentiment of this tweet is overwhelmingly positive. The user expresses satisfaction with the product, stating that it works well to preserve the colors of their clothes, especially the black, navy blue, and brown ones. They mention that it is successful in preventing color fade, despite having to use a gentle wash cycle, which suggests that the product is effective and gentle on clothes. The user also explicitly recommends the product using the phrase ""tavsiye ederim"", which reinforces the positive sentiment. The tone is enthusiastic and supportive, with multiple uses of exclamation marks, further emphasizing the positive sentiment.","ben bu ürünü sadece siyah, lacivert ve kahverengi kıyafetlerde kullanıyorum, üstünde narin yünlü yıkamada yıkayın yazıyo, eğer kıyafetler çok kirliyse tam arıtmıyo hassas yıkama oldugu için ama genel olarak renklerin solmaması konusunda çok başarılı.tavsiye ederimmm"
Positive,Positive,Positive,Positive,"**+1** 

The tweet expresses strong positive sentiment towards the Gillette Mach 3 Sensitive razor. The user highlights the product's effectiveness in providing a comfortable shave with minimal irritation, especially for sensitive skin.  The words ""en iyi"" (best), ""en rahat"" (most comfortable), and ""en az tahriş"" (least irritation) all indicate a positive experience. 
","+1
The sentiment of the tweet is positive. The user is recommending Gillette's Mach 3 sensitive razor blade as the best option for a comfortable and irritation-free shave, especially for those with sensitive skin.","**+1**

The sentiment of this tweet is positive. The user enthusiastically recommends Gillette's Mach 3 Sensitive razor, stating that it is the best they've tried and that it is particularly suitable for people with sensitive skin. They mention that it is the most comfortable and least irritating option, which suggests a high level of satisfaction and endorsement. The tone is confident and encouraging, with a tone of helpfulness and friendliness.","bence bu ürün gillette nin en iyi traş bıçağı... 2-3-5 hepsini denedim kullandım, özelliklede hassas ve çabuk tahriş olan bir cilde sahipseniz kesinlikle mach 3 sensitive yi tavsiye ediyorum en rahat traş ve en az tahriş..."
Notr,Notr,Negative,Notr,"**0** 

The tweet describes a neutral event. It simply states that Michael points to a house where he believes money is buried. There are no emotional cues or opinions expressed. 
","0 

Explanation: The tweet is neutral as it simply describes a scenario without expressing any clear positive or negative sentiment.","**-1**

The sentiment of this tweet is negative. The use of the word ""sonunda"" (finally) implies a sense of relief or accomplishment, but the context of the tweet suggests that someone is being forced to recognize or accept something, which is often a negative experience. The word ""gömülü"" (buried) reinforces this negative connotation, implying that someone or something is being hidden or concealed. Overall, the tone of the tweet is one of resignation or frustration.",Michael sonunda paranın gömülü olduğunu düşündüğü evi işaret eder .
Notr,Notr,Notr,Notr,"**0** 

The tweet simply states a fact about someone continuing to write and publish poetry for years. There are no emotional indicators or opinions expressed, making it neutral. 
","0 
This tweet is neutral as it simply states the fact that the person continued to write and publish poetry over the years. It does not express any strong positive or negative emotions.","Score: **0**

The sentiment of this tweet is neutral. The language used is factual, stating that the person continued to write and publish poetry throughout the years. There is no emotional tone or opinion expressed, making the sentiment neutral.",Bu yıllar boyunca şiir yazmaya ve yayımlamaya devam etti .
Notr,Notr,Negative,Notr,"**0** 

The tweet simply states a fact about the church having one nave. It does not express any opinion or emotion, making it neutral. 
","0 
This tweet is neutral as it simply states a fact about a church having a single nave.","**-1**

The tweet expresses negativity towards something, as indicated by the use of the word ""tek nefli"", which is a Turkish phrase that can be translated to ""single-breathed"" or ""nostrils-only"". The tone is sarcastic and critical, implying that the second church is not impressive or fulfilling, and that it's not worthy of being considered a significant or meaningful place.",İkinci kilise de tek nefli .
Negative,Notr,Notr,Positive,"**-1**  This tweet is expressing a negative sentiment. ""Bitince yine alırız"" translates to ""When it's finished, we'll take it again."" This phrase suggests a sense of resignation or a forced acceptance of something negative. The speaker seems to be acknowledging a loss or a situation they are not happy about, implying they will have to deal with it again in the future. 
","0 
This tweet is neutral as it simply states ""we'll buy again once it drops."" It does not express strong positive or negative emotions.","**0**

This tweet is neutral because it is a Turkish phrase ""bitince yine alırız"" which roughly translates to ""we will take it when it's finished"" or ""we will get it when it's done"". The tone is straightforward and lacks emotional connotation, making it a neutral expression. There is no obvious positive or negative sentiment in this tweet.",bitince yine alırız
Positive,Positive,Positive,Positive,"**+1** 

The tweet expresses overwhelmingly positive sentiment. The user praises the product's design, quality, price, and overall performance. They also recommend it specifically for families with children, highlighting its practicality.  
","+1

This tweet is positive as the user is praising the product for being stylish, high quality, and having a good design. They also mention that the price is good and recommend it, especially for families with children. The overall tone of the tweet is very satisfied and happy with the purchase.","**Score: +1**

The sentiment of this tweet is overwhelmingly positive. The user praises the product design, calling it ""çok şık"" meaning ""very stylish"" and ""kayıti"" meaning ""quality"". They also compliment the price, saying it's ""iyi"" meaning ""good"". The user concludes by recommending the product to parents with children, implying they are satisfied with their purchase and think it's a great value. The tone is enthusiastic and encouraging, with no negative words or phrases present.","çok şık ve kaliteli bir ürün tasarım süper sonuçta rowenta kalitesi, fiyatı da iyi, aslında internetten alışveriş yapmam ama iyi ki almışım özellikle çocuklu aileler için tavsiye ederim. "
Positive,Notr,Positive,Positive,"**+1** 

The tweet expresses a positive opinion about the product being discussed. The phrases ""en az starbucks kadar iyi"" (at least as good as Starbucks) and ""bir tik onde"" (slightly better) clearly indicate a favorable sentiment. The final statement ""tavsiye ederim"" (I recommend it) further reinforces the positive sentiment. 
","0 
This tweet is neutral. The user is recommending something, but there is no clear positive or negative sentiment expressed.","**+1**

The sentiment of this tweet is positive. The user explicitly states that the brand in question is ""en az starbucks kadar iyi"" meaning ""at least as good as Starbucks"", which implies high praise. Additionally, the user expresses their personal opinion by saying ""hatta bence bir tık ôngde"", meaning ""even better, in my opinion"". The tweet ends with the phrase ""tavsiye ederim"", which means ""I recommend"", further reinforcing the positive sentiment. Overall, the tone of the tweet is enthusiastic and encouraging.",kesinlikle en az starbucks kadar iyi hatta bence bir tik onde. tavsiye ederim.
Notr,Notr,Positive,Positive,"**0**

The tweet expresses mostly neutral sentiments, highlighting both positive and negative aspects. It mentions the product's easy inflation, safety valve, portability, and comfortable texture. However, it also notes that it's not exactly a ""pillow format,"" which implies a minor drawback.  Overall, the tweet doesn't strongly lean towards positive or negative. 
","0

The sentiment of the tweet is neutral. The user is providing practical information about a product without expressing any strong positive or negative feelings.","**Score: +1**

The sentiment of this tweet is positive. The user is praising the product, stating that it is easy to inflate, requires minimal space, and has a pleasant texture (kadife dokusu hoş olmuş). They also mention that it can be used as a back support in a car, which implies a sense of convenience and usefulness. Overall, the tone is enthusiastic and encouraging, indicating a positive sentiment.","tam bir yastık formatında olmasa bile kolay şişiyor, emniyet valfi sayesinde bir çocuk bile şişirebilir. arabada sırt desteği olarak kullanılabilir. çok az yer kaplıyor. ayrıca kadife dokusu hoş olmuş. "
Notr,Notr,Notr,Notr,"**0** 

The tweet simply states a factual event, the selection of a city as the legislative capital after the formation of South Africa. It does not express any opinion or feeling, making it neutral. 
","0 
This tweet is neutral as it simply states a historical fact about South Africa being chosen as the legislative capital after the establishment of the Union of South Africa. There is no positive or negative emotion evident in the tweet.","**0**

The sentiment of this tweet is neutral. It is a factual statement reporting the selection of the legislative capital of a country (South Africa) after the establishment of its union. The tone is objective and informative, without any emotional language or personal opinions.",Güney Afrika Birliği kurulduktan sonra ülkenin yasama başkenti seçildi .
Notr,Notr,Notr,Notr,"**0** 

The tweet is neutral. It's a simple statement about a mathematical problem and doesn't express any personal opinions or feelings. 
",0 - The tweet is neutral as it introduces a topic without expressing any strong positive or negative sentiment.,"Score: **0**

The sentiment of this tweet is neutral. The tweet appears to be a formal invitation or a proposal to discuss a problem, rather than expressing a positive or negative emotion. The language used is formal and objective, suggesting a neutral tone.",Aşağıdaki gibi tanımlanan bir başlangıç değer problemini ele alalım .
Positive,Positive,Positive,Positive,"**+1**

The tweet expresses positive sentiment. The author is happy with the current machine, highlighting its reliability and contrasting it with a previous machine that broke due to lack of maintenance. The tweet emphasizes the importance of proper maintenance and concludes with a recommendation, indicating a positive overall experience. 
","+1 The sentiment of the tweet is positive. The user is satisfied with the machine they are currently using, as there have been no issues with it. They mention that their previous machine broke down after a month due to lack of maintenance, but this new machine has been problem-free after regular upkeep. The user recommends this machine to others.","**+1**

The sentiment of this tweet is positive. The user mentions that they use their machine heavily without any problems, and that they were surprised when their previous machine broke down within a month due to neglect. However, they mention that after following the proper maintenance schedule, the new machine has no issues. The user ends by recommending the machine to others, indicating a positive overall sentiment.",arkadaşlar makineyi yoğun olarak kullanıyorum. herhangi bir problem çıkarmıyor. bir önceki makinemin personelim tarafından 1 ayda bozulduğu söylenince çok şaşırmıştım. ama daha sonra işin aslı anlaşıldı. bakımını yapmadan sürekli kullanmış. bakımı yapıldıktan sonra hiçbir problemi yok. tavsiye ederim.
Negative,Notr,Notr,Positive,"**-1**  The tweet expresses a strong opinion, likely positive,  but the lack of context makes it difficult to determine the exact sentiment. ""En güzeli"" translates to ""the best"" in Turkish, suggesting a positive sentiment towards something, but without knowing the series being referred to, it's impossible to be certain. 
","0 
This tweet is neutral as it does not convey any strong positive or negative sentiment. It simply states that something is the best in the series.","**0**

The sentiment of this tweet is neutral. The phrase ""Serinin en güzeli"" translates to ""The best of the series"" and is a statement of opinion or critique, rather than an expression of emotion. It is a matter-of-fact declaration that does not convey a positive or negative tone, hence a neutral sentiment.", Serinin en güzeli... 
Positive,Positive,Positive,Positive,"**+1**

The tweet expresses overwhelmingly positive sentiment towards the film. The user highlights the great acting, fun parts, and enjoyable overall experience. They specifically praise the chemistry of the actors and mention that the film aligns with their personal taste. The user also emphasizes the film's rewatchability and the actors' charm, indicating a strong positive sentiment. 
","+1
The sentiment of the tweet is positive. The author expresses their enjoyment of the film, highlighting the great chemistry between Ashton Kutcher, Cameron Diaz, and their friends, as well as the fun and entertaining moments throughout the movie. They also mention that if you are familiar with American comedy culture, you will likely enjoy the film. Overall, the tweet conveys a sense of appreciation and satisfaction towards the romantic comedy.","**+1**

The sentiment of this tweet is overwhelmingly positive. The author uses phrases such as ""harika bir uyum içindeler"" (amazing harmony), ""feci eğlenceli kısımlar var"" (funny parts), ""tam benim tarzım olduğu için çok sevdim"" (I loved it because it's my style), and ""çok memnun kalırsınız"" (you'll be very pleased) to express their enthusiasm and admiration for the film. They also compare the actors to ""usta"" (masters), indicating a high level of praise. The author's use of enthusiastic language, such as ""matrak"" (great) and ""sevdim"" (I loved it), further reinforces the positive sentiment. Overall, the tweet expresses a strong endorsement of the film and an eagerness to recommend it to others."," çok kafa film.kutcher ve diaz ve hatta arkadaşları,tüm karakterler harika bir uyum içindeler,feci eğlenceli kısımlar var,zaten filmin her saniyesi ayrı bir matrak.tam benim tarzım olduğu için çok sevdim,siz de bu amerikan komedi kültürüne yakınsanız çok memnun kalırsınız.tekrar tekrar izlenebilecek bir film diyebilirim ara sıra.romantik komedilerin iki ustası çok sempatikler ve hemen sizi de filmin içine çekiyorlar.sevdim. "
Negative,Notr,Negative,Positive,"**-1** 

The tweet expresses confusion and fear. ""Acayip"" and ""korktu"" suggest a sense of unease and uncertainty, while ""muhteşem"" seems sarcastic or ironic in this context. 
","0 The sentiment of the tweet is neutral. The use of words like ""muhteşem"" (amazing) and ""acayip"" (extraordinary) express a positive tone. However, the mention of someone being scared when seeing it gives a slight negative undertone. Overall, the tweet is balanced between positive and negative feelings, resulting in a neutral sentiment.","**-1**

The sentiment of this tweet is negative. The words ""korktu"" (meaning ""I was afraid"") and the question mark at the end of the sentence suggest a sense of anxiety and uncertainty. The use of exclamation marks also adds to the emotional tone, making the sentence sound more dramatic and intense. Overall, the tone is one of concern or even fear.",muhteşem  bu acayip bir şey kime taksam korktu ??
Positive,Positive,Positive,Positive,"**+1**  The tweet expresses positive sentiment. The user is happy with the fast delivery (""çok hızlı elime ulaştı"", ""ertesi gün öğleden sonra geldi"") and the affordable price (""fiyatı da diğer yerlere göre uygun""). The use of emojis further indicates positive sentiment. 
","+1
The sentiment of the tweet is positive. The user is expressing satisfaction with the fast delivery of their order and the reasonable price compared to other places. They are very happy with their purchase.","**+1**

The sentiment of this tweet is overwhelmingly positive. The user expresses satisfaction and delight with the quick delivery and reasonable price, stating that they were ""çok memnun kaldım"" which means ""I was very pleased"" in Turkish. The use of enthusiastic language, such as ""çok hızlı"" (very fast) and ""çok memnun"" (very pleased), reinforces the positive tone. The tweet is also accompanied by a happiness emoji (??) and a smiling face emoji (??), further indicating a positive sentiment.","çok hızlı elime ulaştı, sipariş verdim ertesi gün öğleden sonra geldi  ?? fiyatı da diğer yerlere göre uygun , çok memnun kaldım ??"
Notr,Notr,Notr,Notr,"**0** This tweet is neutral. It simply states geographical facts about a location without expressing any opinion or emotion. 
",0 The tweet is neutral as it simply states a geographical fact about Turkey's southern border being adjacent to Italy and eastern border being adjacent to France.,"**0**

The sentiment of this tweet is neutral, as it is simply a factual statement about the borders of a country, without any emotional tone or opinion expressed. The tweet provides information about the country's geographical location and its borders with Italy and France, which is a neutral topic.",Ayrıca güney sınırı İtalya ve doğu sınırı Fransa ile komşudur .
Negative,Notr,Notr,Positive,"**-1** 

The tweet expresses mixed feelings. While the product arrived on time and in good condition, the user initially experienced issues with functionality. Although they resolved the problem, the mention of ""ilk taktığımda çalışmamıştı"" (didn't work when I first plugged it in) and the potential for similar problems with other devices suggests a negative sentiment overall. 
","0 The tweet describes a positive experience overall, but also mentions a minor issue with the product that was easily resolved. The user seems satisfied with the quick delivery and compatibility of the product, even though there was a small problem at first.","**0**

The sentiment of this tweet is neutral. Although the user mentions that the product did not work when they first used it, they were able to resolve the issue by cleaning the earphone jack with a needle. They also mention that the product arrived quickly and in perfect condition. The tone is informative and helpful, with a hint of problem-solving, but not overly positive or negative.",ürün eksiksiz olarak kendi kutusu içinde ertesi gün elime ulaştı. i̇pod touch 4 ile tüm fonksiyonları uyumlu çalışmaktadır. i̇lk taktığımda çalışmamıştı. kulaklık girişini iğne ile temizledikten sonra çalıştı. bazı arkadaşların cihazlarındaki çalışmama sebebi kulaklık girişin içindeki tozlardan olabilir.
Notr,Notr,Notr,Notr,"**0** 

The tweet describes a fact about the museum's entrance gate being built according to Seljuk traditions. It doesn't express any opinion or emotion, making it neutral. 
",0 The tweet is neutral as it simply states a fact about the entrance gate of the museum being built according to Seljuk traditions.,"**score: 0**

The sentiment of this tweet is neutral. The tweet is providing factual information about the architecture of a museum's entrance gate, mentioning that it was built according to Seljuk tradition. The language used is objective and informative, without any emotional tone or opinion, resulting in a neutral sentiment.",Müzenin giriş kapısı Selçuklu geleneklerine göre yapılmıştır .
Positive,Positive,Positive,Positive,"**+1** 

The tweet expresses positive sentiment. The user mentions the product is ""gayet iyi"" (very good) and ""piyasasının nerdeyse yarısı fiyatına"" (almost half the price of the market). They also recommend the product and thank Hepsiburada.  
","+1 
The sentiment of the tweet is positive. The user is satisfied with the product they bought, stating that it is of good quality at a reasonable price. They also recommend it to others. The use of phrases like ""gayet iyi"" (quite good) and ""teşekkür"" (thanks) indicates a positive sentiment.","**+1**

The sentiment of this tweet is positive. The user is expressing satisfaction with the product they purchased, stating that it was very good and that the price was great. They also mention that it's very expensive, implying that the actual price was even better than they expected. The user is recommending the product, which further reinforces the positive sentiment. Finally, they express gratitude to the platform, ""buradaya"", which suggests that they are thankful for the experience they had. Overall, the tweet is upbeat and recommends the product, indicating a positive sentiment.",ürünü alali bi̇r hafta kadar oldu gayet i̇yi̇ fi̇yatina geli̇nce pi̇yasanin nerdeyse yari fi̇yatina bu paralara 2 programlisi bi̇le alinmiyor tavsi̇ye ederi̇m hepsi̇ buradaya teşekkür
Notr,Notr,Notr,Notr,"**0**

This tweet is neutral. It states a fact about how ""meaning"" is considered subjectively. There are no emotional connotations or opinions expressed. 
","0 The sentiment of the tweet is neutral. The tweet discusses the subjective nature of value, without conveying a positive or negative opinion.","**0**

This tweet is neutral because the phrase ""değer öznel bir görüş açısından değerlendirilir"" is in Turkish and appears to be a statement of fact or a description, rather than an emotional or evaluative statement. The words ""değer"" (value), ""öznel"" (personal), and ""görüş"" (view) suggest a consideration of subjective or personal perspectives, but there is no clear emotional tone or evaluative language that would lean the sentiment towards positive or negative.",Bu anlamda değer öznel bir görüş açısından değerlendirilir .
Notr,Notr,Notr,Notr,"**0** 

The tweet is neutral. It simply states a fact - that Ordu was a military unit and Mustafa Kemal was its leader. There are no opinions or emotions expressed, so it cannot be classified as positive or negative. 
","0 
This tweet is neutral as it simply states a historical fact without indicating any positive or negative sentiment.","**0**

This tweet is neutral. It's a simple statement of fact, describing that Mustafa Kemal was at the head of an order. The tone is straightforward and lacks emotional language or phrases that would convey a clear positive or negative sentiment.",Ordu idi ve başında Mustafa Kemal bulunuyordu .
Notr,Notr,Notr,Notr,"**0** 

This tweet simply provides factual information about Olympic swimming pools. It does not express any opinions or emotions. 
",0 This tweet is neutral as it simply provides information about the different types of pools in the Olympics without expressing any positive or negative feelings.,"**0** (neutral)

The sentiment of this tweet is neutral because it is a factual statement that provides information about Olimpik havuzlar (Olympic pools) without expressing any emotional tone or opinion. The language used is objective and matter-of-fact, simply categorizing the pools into two types (kısa kulvar and uzun kulvar). There is no positive or negative sentiment expressed in the tweet.",Olimpik havuzlar kısa kulvar ve uzun kulvar olmak üzere ikiye ayrılırlar .
Negative,Notr,Negative,Notr,"**-1** 

The tweet expresses a sense of concern or negativity using the phrase ""büyük bir karmaşıklık"" (a big complexity), which implies a difficult or problematic situation. 
","0 
The sentiment of the tweet is neutral. It simply states a fact or observation without indicating a positive or negative emotion.","**-1**

The sentiment of this tweet is negative. The phrase ""Bu büyük bir karmaşıklık ortaya çıkartır"" is in Turkish, but the word ""karmaşıklık"" means complexity or difficulty, and the phrase as a whole suggests that something brings up or reveals this complexity, which implies a sense of struggle or hardship. The tone is not explicitly angry or unhappy, but it is not positive either, so I would score it as -1 for a negative sentiment.",Bu büyük bir karmaşıklık ortaya çıkartır .
Positive,Positive,Positive,Positive,"**+1** 

The tweet expresses positive sentiment. The user is happy with the lock's aesthetics, mechanism, and price. The phrase ""kaçırmayın"" (don't miss out) further emphasizes the positive sentiment and recommends the lock to others. 
","+1 

The sentiment of the tweet is positive as the user is satisfied with their purchase of a bike lock. They mention that it arrived quickly, looks good aesthetically, and has a good locking mechanism. They also recommend it to others who may be in need of a lock, emphasizing not to miss out on the opportunity at this price.","**+1**

The sentiment of this tweet is positive. Although it's not entirely gushing with excitement, the tone is overwhelmingly positive. The user mentions that they ordered a bike lock along with their new bike and that the lock arrived before the bike. They also praise the lock's aesthetics, appearance, and mechanism, calling it ""gayet güzel"" (very good). The final sentence serves as a recommendation to others, implying that the user is satisfied with their purchase. The overall tone is enthusiastic and encouraging.",yeni aldığım bisiklet ile birlikte sipariş ettim bu fiyatı görünce. bisikletten önce kilit elime ulaştı. estetik ve görünüş açısından çok iyi. kilit mekanizması da gayet güzel. kilide ihtiyacınız varsa bu fiyata kaçırmayın.
Positive,Positive,Positive,Positive,"**+1** 

The tweet expresses positive sentiment towards the product. The user praises the fast and hassle-free delivery, quiet operation, and space-saving design. The statement ""ucuz ve iş gören bir ürün"" (cheap and functional product) further indicates a positive opinion, suggesting a good value for money. 
","+1 
The sentiment of the tweet is positive. The user is expressing satisfaction with the fast and problem-free delivery of the product, as well as with its quiet operation and compact size. They also emphasize the value for money compared to other brands.","**+1**

The sentiment of this tweet is positive. The user is expressing satisfaction with the product, mentioning that it arrived quickly and without issues (""kargo çok hızlı ve sorunsuz geldi""). They also highlight the product's advantages, such as being quiet and taking up little space (""ürün çok sessiz çalışıyor aşırı yer kaplamıyor""). Additionally, the user compares it favorably to other brands, stating that it's a good value for the price (""başka markalara fazla para vermektense ucuz ve iş gören bir ürün""). Overall, the tone is enthusiastic and recommendatory.",kargo çok hızlı ve sorunsuz geldi. ürün çok sessiz çalışıyor aşırı yer kaplamıyor. başka markalara fazla para vermektense ucuz ve iş gören bir ürün.
